Text,Language,clean_text
"After hapo, Josee alitumanisha mzae wake Jacob aletwe na hadi famo yake nzima, wasee Sevente faee wote.",Sheng,"after hapo, josee alitumanisha mzae wake jacob aletwe na hadi famo yake nzima, wasee sevente faee wote."
"Halo njo Jacob akaishia down hadi Egypt, place ye na wahenga walidie.",Sheng,"halo njo jacob akaishia down hadi egypt, place ye na wahenga walidie."
"Maiti zao tu njo zilirudishwa hadi Shechem na kuwekwa ndani ya grave yenye buzzenga Abraham alikuwa ameboti from mavijanaa wa Hamor pale tu Shechem, wakamkanja mundee fulani.",Sheng,"maiti zao tu njo zilirudishwa hadi shechem na kuwekwa ndani ya grave yenye buzzenga abraham alikuwa ameboti from mavijanaa wa hamor pale tu shechem, wakamkanja mundee fulani."
"Sa ikawa isVipi! Maidhaa zimeshafika za Sir Godi Ku come through na promise yake kwa Abraham, hesabu ya wadhii wetu Egypt ilikuwa juu kinyama.",Sheng,"sa ikawa isvipi! maidhaa zimeshafika za sir godi ku come through na promise yake kwa abraham, hesabu ya wadhii wetu egypt ilikuwa juu kinyama."
Sonkwo fulani {politician sana} mwenye hakumesea any ju ya Man Josee akarauka kutawala Egypt.,Sheng,sonkwo fulani {politician sana} mwenye hakumesea any ju ya man josee akarauka kutawala egypt.
"Akadeal kimangoto vi excess na mamtu wetu na akawa oppress wahenga by kuwa force watupe watoi wao, wenye walikuwa wamezaliwa tu ati njo wadedi.",Sheng,"akadeal kimangoto vi excess na mamtu wetu na akawa oppress wahenga by kuwa force watupe watoi wao, wenye walikuwa wamezaliwa tu ati njo wadedi."
"""Mara iyo iyo Mosee akaboniwa, na ye hakuwa katoi ordinaree."" Miezi tatu, walim take care kwa hao ya fadhe wake.",Sheng,"""mara iyo iyo mosee akaboniwa, na ye hakuwa katoi ordinaree."" miezi tatu, walim take care kwa hao ya fadhe wake."
"Vile aliwekwa nje, dotee wa Sonkwo wa hiyo day, pharaoh akamkwachu na kulea ka mtoi wake personal.",Sheng,"vile aliwekwa nje, dotee wa sonkwo wa hiyo day, pharaoh akamkwachu na kulea ka mtoi wake personal."
"Mose akaishia chuo za ki barbie za them days, akashoiwa kismat yote ya ma Egyptians.Ikabidi lugha yake ni mambo yote, na pia ma action zikakuwa juu.",Sheng,"mose akaishia chuo za ki barbie za them days, akashoiwa kismat yote ya ma egyptians.ikabidi lugha yake ni mambo yote, na pia ma action zikakuwa juu."
"""Vile Mose alidunga forty, alidecide tu siku moja kuvisit wasee wake ma Israelites.",Sheng,"""vile mose alidunga forty, alidecide tu siku moja kuvisit wasee wake ma israelites."
"Akacheki mmoja wao amehandwa na Mu egyptian mbaya, so ya akaishia kumwokolea na katika ile hali akamlipishia kwa kumada mu egyptian.",Sheng,"akacheki mmoja wao amehandwa na mu egyptian mbaya, so ya akaishia kumwokolea na katika ile hali akamlipishia kwa kumada mu egyptian."
"Mose alikuwa anaunganisha ati mamtus wake wangemesea that Sir Godi alikuwa anam use kuwaokolea, lakini hawakunyita.",Sheng,"mose alikuwa anaunganisha ati mamtus wake wangemesea that sir godi alikuwa anam use kuwaokolea, lakini hawakunyita."
"Siku next Mose akapatana na ma israelite mbe wikifungulia war. Akatry kubring peace talks akiwashow, 'Maboy, nyi mi ma bro, niaje mmeamua kuumizana.?'",Sheng,"siku next mose akapatana na ma israelite mbe wikifungulia war. akatry kubring peace talks akiwashow, 'maboy, nyi mi ma bro, niaje mmeamua kuumizana.?'"
"Lakini yule first bondi kati yao akapush Mosee kando akimshow,' Tangu lini. Nani alikumake dozi ju yetu ati ukuwe njo judge?",Sheng,"lakini yule first bondi kati yao akapush mosee kando akimshow,' tangu lini. nani alikumake dozi ju yetu ati ukuwe njo judge?"
"Ama umeplani kunimada ka yule mse wa jana wa egypt?""",Sheng,"ama umeplani kunimada ka yule mse wa jana wa egypt?"""
"Sa katika hizo madays, vile namba ya mamemba ilikuwa ikiongezeka, wayahudi wenye walitokezeaga Greece wakazusha sana ju ya wayahudi mahebrew- ati ju ma widows walikuwa wakilengwa katika ile projo ya kusambaziwa dishi daily.",Sheng,"sa katika hizo madays, vile namba ya mamemba ilikuwa ikiongezeka, wayahudi wenye walitokezeaga greece wakazusha sana ju ya wayahudi mahebrew- ati ju ma widows walikuwa wakilengwa katika ile projo ya kusambaziwa dishi daily."
"Ju ya hiyo food scandal, wale wadhii disciples twelve wote tugezza wakagazza wakisay niaje,"" Haiwezi kuwa right kwetu ati tulenge huduma ya word ya Sir Godi njo tuanze kukimbizana na order za dishi kwa matebo.",Sheng,"ju ya hiyo food scandal, wale wadhii disciples twelve wote tugezza wakagazza wakisay niaje,"" haiwezi kuwa right kwetu ati tulenge huduma ya word ya sir godi njo tuanze kukimbizana na order za dishi kwa matebo."
"Mabruzza, chagueni mtu saba kati yenu wenye wanameseka kuwa wamejazwa na Roho na hekima. Tutapeana hii janta na responsibility yote kwao",Sheng,"mabruzza, chagueni mtu saba kati yenu wenye wanameseka kuwa wamejazwa na roho na hekima. tutapeana hii janta na responsibility yote kwao"
"na tutaweka attention yetu kwa maombi na huduma ya word.""",Sheng,"na tutaweka attention yetu kwa maombi na huduma ya word."""
"Hii proposal ilikuwa smarta, ikafurahisha wadhii wa group yote. Wakachagua Steve, mse amejaa imani vifiti na mwenye ako na Holy Spirit; pia Phillo, Procorus, Nicanor, Timon, Parmenas na  Nico toka Antioch, mse aliconvert to Judaism.",Sheng,"hii proposal ilikuwa smarta, ikafurahisha wadhii wa group yote. wakachagua steve, mse amejaa imani vifiti na mwenye ako na holy spirit; pia phillo, procorus, nicanor, timon, parmenas na  nico toka antioch, mse aliconvert to judaism."
"Wakapresent hawa wadhii kwa ma apostles, wakawaombea na kuwawekelea mikono.",Sheng,"wakapresent hawa wadhii kwa ma apostles, wakawaombea na kuwawekelea mikono."
"So word ya Sir Godi ikasambaa. Ile namba ya wafuasi Jerusa ikazidi kujaajaa chap chap, na rende bwaku ya mapriests wakakuwa obedient kwa the faith.",Sheng,"so word ya sir godi ikasambaa. ile namba ya wafuasi jerusa ikazidi kujaajaa chap chap, na rende bwaku ya mapriests wakakuwa obedient kwa the faith."
"Sa Stevo, mdhii alikuwa amejawa na grace na nguvu  ya sir Godi vinomient, alikuwa aki do ma signs miraculous sana kati ya wadhii.",Sheng,"sa stevo, mdhii alikuwa amejawa na grace na nguvu  ya sir godi vinomient, alikuwa aki do ma signs miraculous sana kati ya wadhii."
"Lakini pia opposition ikatokea toka kwa mamemba wa synagogue ya wadhii free (Ka vile ilimeseka) - wayahudi wa Cyrene na Alexandria pia tena wadhii wa Cilicia na Asia. Hawa wasee walianza kuzua arguments na Stevo,",Sheng,"lakini pia opposition ikatokea toka kwa mamemba wa synagogue ya wadhii free (ka vile ilimeseka) - wayahudi wa cyrene na alexandria pia tena wadhii wa cilicia na asia. hawa wasee walianza kuzua arguments na stevo,"
lakini hawengemake kutoboa wisdom yake ama yule Roho aliongelea kupitia.,Sheng,lakini hawengemake kutoboa wisdom yake ama yule roho aliongelea kupitia.
"Kisha wakaconvince wadhii in secret wakam waseme, ""Tumeskia Stevo akibonga maneno za blasphemy against Mose na against Sir Godi.""",Sheng,"kisha wakaconvince wadhii in secret wakam waseme, ""tumeskia stevo akibonga maneno za blasphemy against mose na against sir godi."""
"So wakazua wadhii na wazae na kuwachokora, pia pamoja na mamode wa law. Wakakwachu Stevo na kumleta mbele ya Sanhedrin.",Sheng,"so wakazua wadhii na wazae na kuwachokora, pia pamoja na mamode wa law. wakakwachu stevo na kumleta mbele ya sanhedrin."
"Wakaproduce mawitness wa uwongo wenye walitestify, ""Huyu Chali hawachagi kubonga against Holy spirit na against sheria.",Sheng,"wakaproduce mawitness wa uwongo wenye walitestify, ""huyu chali hawachagi kubonga against holy spirit na against sheria."
"Ju tumesha skia akinego ati huyu Jesus wa Nazareth atadestroy hii place nakubadilisha customs za Mose zenye aligeana down kwetu.""",Sheng,"ju tumesha skia akinego ati huyu jesus wa nazareth atadestroy hii place nakubadilisha customs za mose zenye aligeana down kwetu."""
"Wote wenye walikuwa wakipolea kwa Sanhedrin wakacheki Stevo kwa makini, na wakacheki that face yake ilikuwa ka face ya Angel.",Sheng,"wote wenye walikuwa wakipolea kwa sanhedrin wakacheki stevo kwa makini, na wakacheki that face yake ilikuwa ka face ya angel."
"Sa Jamaa mmoja anaitwa Ananias, pamoja na wife wake Sapphira, pia walikinda kipande ya maburungo zao.",Sheng,"sa jamaa mmoja anaitwa ananias, pamoja na wife wake sapphira, pia walikinda kipande ya maburungo zao."
"Bado wife wake akimesea kabisa Ananias akapiga operation ya kiasi ya hizo doh kando za kujipanga nazo, lakini akaletatherest akaseti kwa miguu za ma apostles.",Sheng,"bado wife wake akimesea kabisa ananias akapiga operation ya kiasi ya hizo doh kando za kujipanga nazo, lakini akaletatherest akaseti kwa miguu za ma apostles."
"Manze Peter akabonga, ""Ananias niaje shaito amejaa kwa heart yako ivo hadi umepanga Holy spirit mauongo na ukaji wekea kiasi yaile munde uliget from kuuza shake yenu?",Sheng,"manze peter akabonga, ""ananias niaje shaito amejaa kwa heart yako ivo hadi umepanga holy spirit mauongo na ukaji wekea kiasi yaile munde uliget from kuuza shake yenu?"
"Si ilikuwaga yako bafore ikindwe? Na vile ilikindwa,simunde ilikuwa yakop ku do chenye ungetaka? Ni what ilikufanya u think ku do kitu ka iyo?Hujadanganya wasee umedanganya sir Godi.""",Sheng,"si ilikuwaga yako bafore ikindwe? na vile ilikindwa,simunde ilikuwa yakop ku do chenye ungetaka? ni what ilikufanya u think ku do kitu ka iyo?hujadanganya wasee umedanganya sir godi."""
"Vile Ananias aliskia ivo, akadunda down akakick. Na njeve meja ikakwachu wadhii wote wenye waliskizia chenye kilihappen.",Sheng,"vile ananias aliskia ivo, akadunda down akakick. na njeve meja ikakwachu wadhii wote wenye waliskizia chenye kilihappen."
"Kisha mavijanaa chali wakakam mbele, wakafunika body yake, wakambeba wakamzika.",Sheng,"kisha mavijanaa chali wakakam mbele, wakafunika body yake, wakambeba wakamzika."
"Kedo masaa matatu bahadayes waif akatokezea, na hakumesea ni nini kilikuwa kimehappen.",Sheng,"kedo masaa matatu bahadayes waif akatokezea, na hakumesea ni nini kilikuwa kimehappen."
"Peter akamwuliza niaje, ""Nishow je? Hii njo ile price yenye wewe na Ananias mliget for iyo shake?"" Waif akasema,""Eeh, hiyo njo price yake.""",Sheng,"peter akamwuliza niaje, ""nishow je? hii njo ile price yenye wewe na ananias mliget for iyo shake?"" waif akasema,""eeh, hiyo njo price yake."""
"Pitaa akamshow niaje, ""Mbona mli agree kutest Spirit wa sir Godi? Cheki! Zile miguu za majamaa wali bury hazi wako ziko kwa dooa,na watakubeba wewe pia.""",Sheng,"pitaa akamshow niaje, ""mbona mli agree kutest spirit wa sir godi? cheki! zile miguu za majamaa wali bury hazi wako ziko kwa dooa,na watakubeba wewe pia."""
"Hapo hapo hiyo maithaa akadunda down kwa miguu yake akadedi. Kisha wale jamaa wa yankee wakakam ndani na, wakimget amededi, wakambeba nje na kumzika beside hazi wake.",Sheng,"hapo hapo hiyo maithaa akadunda down kwa miguu yake akadedi. kisha wale jamaa wa yankee wakakam ndani na, wakimget amededi, wakambeba nje na kumzika beside hazi wake."
Njeve meja ikakwachu kanisa mzima na wote wenye waliskia jua ya hizi vitu.,Sheng,njeve meja ikakwachu kanisa mzima na wote wenye waliskia jua ya hizi vitu.
Ma apostles waka-perform ishara mob na mawonders kati ya wadhii.,Sheng,ma apostles waka-perform ishara mob na mawonders kati ya wadhii.
"hakuna msealijaribu kuwa join,hata ingawa walikuwa wamedungwa respect na wadhii.",Sheng,"hakuna msealijaribu kuwa join,hata ingawa walikuwa wamedungwa respect na wadhii."
"Na though ilikuwa hivo, wasee zaidi na zaidi majamaa na ma dem waliamini sir Godi na wakaongezeka kwa namba yao.",Sheng,"na though ilikuwa hivo, wasee zaidi na zaidi majamaa na ma dem waliamini sir godi na wakaongezeka kwa namba yao."
"Ju ya hiyo stori,wadhi walileta wasee sick hadi kwa streetsnakuwaweka kwama bed na ma mat njo at least shadow ya Peter ianguke kwa wasee kiasi vile alikuwa akipita.",Sheng,"ju ya hiyo stori,wadhi walileta wasee sick hadi kwa streetsnakuwaweka kwama bed na ma mat njo at least shadow ya peter ianguke kwa wasee kiasi vile alikuwa akipita."
"Rende ika gather pia toka kwa ma tao zenye zimezunguka Jerusa, wakileta wadhii wao wa sick na wale  wameteswa na ma shaito,nahao wote wakakuwa healed.",Sheng,"rende ika gather pia toka kwa ma tao zenye zimezunguka jerusa, wakileta wadhii wao wa sick na wale  wameteswa na ma shaito,nahao wote wakakuwa healed."
"Kisha wale mahigh priest na wadhi wote wasaidizi wake, wenyewalikuwa ma memba wa ile rende ya ma sadduccee wakajawa na wivu.",Sheng,"kisha wale mahigh priest na wadhi wote wasaidizi wake, wenyewalikuwa ma memba wa ile rende ya ma sadduccee wakajawa na wivu."
Wakawa arrest na kuwatupa Jail na kuwaseti kwa ile jela public.,Sheng,wakawa arrest na kuwatupa jail na kuwaseti kwa ile jela public.
Lakini timeza usiku malaika wa sir Godi akafungua doaa za jela na kuwa leta nje.,Sheng,lakini timeza usiku malaika wa sir godi akafungua doaa za jela na kuwa leta nje.
"Akawashow,""ishieni mkasimame ndani ya verandah za temple, mkawashow hawa wadhi message full ya hii life mpya.""",Sheng,"akawashow,""ishieni mkasimame ndani ya verandah za temple, mkawashow hawa wadhi message full ya hii life mpya."""
"Kufika ngware wakadonjo kwa veranda za temple, vile tu walishoiwa, wakaanza kuteach wadhii.Vile high priest na wasaidizi wake walifika, wakaita pamoja ile sanhedrin - full house assembly ya wazae wa Israel- na wakatumanisha jela wale apostles waitwe.",Sheng,"kufika ngware wakadonjo kwa veranda za temple, vile tu walishoiwa, wakaanza kuteach wadhii.vile high priest na wasaidizi wake walifika, wakaita pamoja ile sanhedrin - full house assembly ya wazae wa israel- na wakatumanisha jela wale apostles waitwe."
"Lakini kuarrive ivi kwa jela,ma mr. officer hawakuwaget huko. So wakaishia back kuripoti,",Sheng,"lakini kuarrive ivi kwa jela,ma mr. officer hawakuwaget huko. so wakaishia back kuripoti,"
"""Tuliget jela imefungwa vi secure, pamoja na maguards kustand kwa doaa; lakini vile tuliopen milango, hatukuget mse ndani.""",Sheng,"""tuliget jela imefungwa vi secure, pamoja na maguards kustand kwa doaa; lakini vile tuliopen milango, hatukuget mse ndani."""
"Kuskia hii ripoti, capuu wa mabanga wa temple na ma priest dozi wakatatizika, waka wonder kwanini nini inaweza kuwa ilitokezea.",Sheng,"kuskia hii ripoti, capuu wa mabanga wa temple na ma priest dozi wakatatizika, waka wonder kwanini nini inaweza kuwa ilitokezea."
"Kisha mdhii fulani akatokezea na kudai, ""Cheki! Wale majamaa mliweka ndani ya jela wana stand ndani ya temple wakiteach wadhii.""",Sheng,"kisha mdhii fulani akatokezea na kudai, ""cheki! wale majamaa mliweka ndani ya jela wana stand ndani ya temple wakiteach wadhii."""
"kwa hiyo stori, capuu akaishia na ma mr. ofisa na kuletaapostles. Hawaku use force, ju waliogopa ati wasee wangewapiga mawe.",Sheng,"kwa hiyo stori, capuu akaishia na ma mr. ofisa na kuletaapostles. hawaku use force, ju waliogopa ati wasee wangewapiga mawe."
"Vile waliletama apostles, wakawamake wa appear mbele ya sanhedrin kuulizwa maswali na high priest",Sheng,"vile waliletama apostles, wakawamake wa appear mbele ya sanhedrin kuulizwa maswali na high priest"
"Akasema, ""tuligeiana ma orders strict msi teach na hii jina,lakini mmejaza Jerusa na teachings zenu na mko determined ku tumake guilty of blood ya huyu jamaa.""",Sheng,"akasema, ""tuligeiana ma orders strict msi teach na hii jina,lakini mmejaza jerusa na teachings zenu na mko determined ku tumake guilty of blood ya huyu jamaa."""
"Pitaa na wale apostles wengine wakareply: ""Lazima tu tuobey sir Godi kuliko wadhii!",Sheng,"pitaa na wale apostles wengine wakareply: ""lazima tu tuobey sir godi kuliko wadhii!"
Sir Godi wa mambuyuz wetu aliraise JC toka kwa the dead- mwenye mlimada kwa kumhang kwa mti.,Sheng,sir godi wa mambuyuz wetu aliraise jc toka kwa the dead- mwenye mlimada kwa kumhang kwa mti.
Sir Godi alimuinua juu hadi kwa mkono wake wa right ka Prince sonkwo na mwokozi njo aweze geiana repentance na kusameheana kwa dhambi za Israel.,Sheng,sir godi alimuinua juu hadi kwa mkono wake wa right ka prince sonkwo na mwokozi njo aweze geiana repentance na kusameheana kwa dhambi za israel.
"Si ni ma witness wa izi vitu, na pia Holy spirit, mwenyesir Godi amesha geiana kwa wale wanamu obey.""",Sheng,"si ni ma witness wa izi vitu, na pia holy spirit, mwenyesir godi amesha geiana kwa wale wanamu obey."""
"Vile waliskia hivi, wakajam mbaya na kudai kuwamada.",Sheng,"vile waliskia hivi, wakajam mbaya na kudai kuwamada."
"Lakini mpharisayo fulani alimeseka ka Gamaliel, modee wa power wa sheria, mwenye alidungwa respect na wasee wote,akasimama kati kati ya sanhedrin nakudai wale majamaa watoke nje kiasi.",Sheng,"lakini mpharisayo fulani alimeseka ka gamaliel, modee wa power wa sheria, mwenye alidungwa respect na wasee wote,akasimama kati kati ya sanhedrin nakudai wale majamaa watoke nje kiasi."
"Kisha ye akawadunga speech:""Majamaa waIsrael, consider vi carefully chenye mna intend ku doiya hawa wadhii.",Sheng,"kisha ye akawadunga speech:""majamaa waisrael, consider vi carefully chenye mna intend ku doiya hawa wadhii."
"Time fulani si mbali sana Theudas alitokezea, anadai ati yeni somebody, na ka wadhii soo nne wakajipanga na yeye.Alimadwa, wadhi wotemafans wake wakasambazwa, ikafikia zero.",Sheng,"time fulani si mbali sana theudas alitokezea, anadai ati yeni somebody, na ka wadhii soo nne wakajipanga na yeye.alimadwa, wadhi wotemafans wake wakasambazwa, ikafikia zero."
"After yeye, Judas, jamaa wa Galilee akatokezea zile days za census aka lead wadhi kadhaa kwa revolution. Ye pia alidedishwa, na mafans wake wote waka scatter.",Sheng,"after yeye, judas, jamaa wa galilee akatokezea zile days za census aka lead wadhi kadhaa kwa revolution. ye pia alidedishwa, na mafans wake wote waka scatter."
Ma priest na hadi capi wa mabanga wa temple na ma sadducees wakakam up kwa Pitaa na Johnie vile walikuwa wakibonga na wasee.,Sheng,ma priest na hadi capi wa mabanga wa temple na ma sadducees wakakam up kwa pitaa na johnie vile walikuwa wakibonga na wasee.
